text,label_binary,sub_NFR,source
when  enter the desired data the system shall allow user to view the  generated duties for invigilation.,FR,F,EARS
the system shall print the duties details ,FR,F,EARS
"when user enter username and password ,the system shall allow the user to login.",FR,F,EARS
"while user free ,the system shall allow the user to check which rooms are available",FR,F,EARS
the system shall check Slot time and total slots for a day adds.,FR,F,EARS
the system shall checks and confirms that teacher is assigned single  duty not a multiple at same time. ,FR,F,EARS
while checking student clash the system shall  confirms that student has one exam assigned not  multiple for one slot.,FR,F,EARS
the system shall check that Paper of same course code for the batch who conducted on same day and at same time.,FR,F,EARS
when  confirming the input and details generated Date  sheet the system shall  be displayed ,FR,F,EARS
when click on the  printing option the system shall Displayed Date sheet can be printed,FR,F,EARS
"while checking student data ,the system shall enable to check the students status.",FR,F,EARS
while checking student's data the system shall helps to check all the details of student’s  result.,FR,F,EARS
while calculating CGPA the system shall calculates the CGPA of the student according to  considering every subjects marks.,FR,F,EARS
while generating  report the system shall alloe This function generates a report of results for the DCO to  keep him/her aware and up to date.,FR,F,EARS
the system shall allow User enter the marks of student.,FR,F,EARS
while generate the timetable the system shall allow the user to remove any subject fromm the added list of subjects.,FR,F,EARS
"when user need to change the name of subject, the system allows user to make change in the selected subject.",FR,F,EARS
"where system includes update function,while start of the degree program, the system shall enable the user to  update course catalogue of  every program at the start of degree program.",FR,F,EARS
the system shall enable the Admin assign each section with its relative courses. ,FR,F,EARS
the system shall enable Admin assigns additional course to the group of repeater  students and those who failed the subjects.,FR,F,EARS
the system shall allow classes to start in specific slot or forbid  morning/evening lecture for each class and much more. ,FR,F,EARS
If some rooms are not suitable for the study then  the system shall easily remove them by just simply deleting them from  the list. ,FR,F,EARS
the system shall set The capacity of each classroom ,FR,F,EARS
"while generating time table, the system allows  admin to enter the new slot.",FR,F,EARS
"while added the slot ,the system shall  provides  information of time and day to admin.",FR,F,EARS
"while generate the timetable ,the system shall allow the user to remove any slot from added list .",FR,F,EARS
"when user need to update the slot, the system  show   click to on edit option.",FR,F,EARS
" while update the slot,the system allow user to  make changes in the selected slot. ",FR,F,EARS
The system shall  enable the tourist to create an account by filling the registration form.,FR,F,EARS
if the email is not valid  then The system shall show an error message ,FR,F,EARS
when tourist enter email and password.The system shall allow the tourist to login .,FR,F,EARS
The system shall authenticate the email and password.,FR,F,EARS
if the email or password is wrong  then The system shall show an error message ,FR,F,EARS
The system shall enable the tourist to view the active packages and the services details.,FR,F,EARS
The system shall  enable the tourist to select the desire package.,FR,F,EARS
The system shall  enable tourist to book any package by clicking on the booking button.,FR,F,EARS
The system shall redirect the tourist to the booking form.,FR,F,EARS
The system shall enable the tourist to fill the required field of the order form.,FR,F,EARS
The system shall pop up the payment window.,FR,F,EARS
"when  payment done successfully , the system shall book the package",FR,F,EARS
"while book the package,The customer shall be able to view their booked packages in their profile page",FR,F,EARS
The system shalll able to connect the customer and the vendor with the chat box.,FR,F,EARS
"where system include chat box function ,the customer shall be able to book any package.",FR,F,EARS
The customer shall be able to compare any two packages of the same category.,FR,F,EARS
The customer shall also be able to compare any two packages according to the vendors rating.,FR,F,EARS
"when compare the packages ,the system shall able to show you the suggestion about the best package.",FR,F,EARS
"while tourist is on trip,the admin shall  give email  feedback link to the customer.",FR,F,EARS
The customer shall be able to give rating and comments about the services and submit it.,FR,F,EARS
the system shall enable customer  to change profile detail.,FR,F,EARS
the system shall enable The customer to save any change.,FR,F,EARS
the system shall enable the customer  to log out to the system.,FR,F,EARS
The system shall enable the vendor to create an account by filling the registration form.,FR,F,EARS
 if the email or phone number is not valid then the system shall show an error message,FR,F,EARS
"The system shall provide the business list such as trip planner, car rental agencies, hotel to be select by the vendor.",FR,F,EARS
The system shall send the registration form to the admin for verification.,FR,F,EARS
The system  shalll allow vendor  be able to log into the account by filling the log in form.,FR,F,EARS
The system shall  able to authenticate the email and password.,FR,F,EARS
" if the email or password is invalid,the system shall show an error message",FR,F,EARS
The system shall  enable the vendor to create a package according to their business type.,FR,F,EARS
"the system shall  allow vendor  to enter the details about the services, which will be in the package.",FR,F,EARS
The system shall enable  vendor  able to add the pictures and videos related to the package.,FR,F,EARS
the system enable vendor  to request the admin to post the package on the webpage.,FR,F,EARS
